customer_type,customerid,first_purchase_date,locationid,name,zipcode
B2C,6883,2023-03-29,29,Young-Weiss,40828
B2B,6884,2021-09-20,30,"Rivera, Mcdonald and Booker",50298
B2B,6885,2024-02-29,31,Boone-Flynn,51770
B2C,6886,2021-03-31,32,Andrews Inc,61831
B2C,6887,2022-09-12,33,"Wheeler, Mcdowell and Snyder",31713
B2B,6888,2025-01-11,34,Christensen Inc,59493
B2C,6889,2024-11-12,35,Jackson and Sons,31608
B2C,6890,2020-05-19,36,"Riley, Carter and Everett",38418
B2B,6891,2022-05-14,37,"Nixon, Berry and Fletcher",56093
B2C,6892,2020-10-18,38,"Shaw, Santos and Flores",02851
B2B,6893,2022-01-29,39,Ingram Inc,99950
B2C,6894,2021-04-09,40,Bentley Group,30556
B2C,6895,2020-11-01,41,Jimenez-King,45058
B2B,6896,2022-05-17,42,Anderson Inc,30045
B2C,6897,2020-06-15,43,"Harris, Donovan and Black",12466
B2C,6898,2022-10-05,44,Carter-Perkins,73721
B2C,6899,2023-11-04,45,Duncan-Price,INVALID_82132
B2C,6900,2022-03-30,46,"Spencer, Andrews and Martin",09737
B2C,6901,2023-02-12,1,Brown and Sons,98184
B2C,6902,2022-06-30,2,Jones LLC,95161
B2C,6903,2024-01-01,3,Watts Group,03296
B2B,6904,2021-04-28,4,Cooper-Gates,04492
B2B,6905,2020-07-23,5,"Weaver, Hood and Farmer",90935
B2C,6906,2023-10-16,6,Hall-Nelson,43292
B2B,6907,2024-04-15,7,Wallace-Knight,78747
B2C,6908,2020-04-28,8,Hamilton-Ross,79759
B2C,6909,2021-11-15,9,Rogers-Armstrong,90233
B2C,6910,2021-07-14,10,"Walters, Munoz and Davis",56396
B2C,6911,2021-11-14,11,Walsh LLC,64936
B2C,6912,2023-12-09,12,Woodward and Sons,INVALID_29042
B2C,6913,2022-01-15,13,Padilla-Johnson,52554
B2C,6914,2024-11-12,14,"Reynolds, Edwards and White",45374
B2B,6915,2023-03-25,15,Maxwell-Wallace,98939
B2C,6916,2024-04-18,16,Hansen LLC,90928
B2B,6917,2020-07-13,17,"Macdonald, Miller and Day",94980
B2B,6918,2020-05-10,18,"Bautista, Phillips and Smith",88575
B2B,6919,2023-03-04,19,Gray-Shah,56609
B2C,6920,2022-02-08,20,Burns-Ayala,85072
B2B,6921,2024-01-27,21,"Shelton, Moran and Smith",42665
B2C,6922,2023-02-16,22,"Paul, Powell and Rhodes",65259
B2C,6923,2023-08-25,23,Mclaughlin LLC,14931
B2C,6924,2025-03-02,24,Arias-Cook,67876
B2B,6925,2023-03-23,25,"Anderson, Smith and Adams",07182
B2C,6926,2021-04-16,26,"Foster, Barber and Tran",34635
B2C,6927,2022-03-10,27,Vance LLC,47650
B2C,6928,2024-07-17,28,Palmer PLC,75056
B2C,6929,2021-01-27,29,Smith-Brown,09676
B2B,6930,2024-03-02,30,Hayes-Adams,03815
B2C,6931,2024-04-05,31,"Brock, Thornton and Thomas",73005
B2B,6932,2023-12-28,32,Nunez and Sons,56244
B2C,6933,2021-04-03,33,"Shepherd, Mason and Davis",15378
B2B,6934,2024-03-18,34,"Byrd, Williams and Santiago",19048
B2C,6935,2024-12-31,35,"Olson, Compton and Garza",26095
B2B,6936,2021-08-17,36,"Smith, Johnson and Murphy",03011
B2C,6937,2021-07-13,37,Williams-Willis,INVALID_57265
B2B,6938,2025-04-12,38,Miller-Bates,29945
B2B,6939,2022-11-25,39,Ali-Weaver,80850
B2B,6940,2023-10-16,40,Powell-Gamble,49151
B2C,6941,2023-12-01,41,Huynh-Dixon,INVALID_91737
B2C,6942,2024-04-16,42,"Roberts, Mendez and Jackson",20342
B2B,6943,2023-01-17,43,Smith-Wells,82091
B2B,6944,2020-08-22,44,Holmes LLC,38822
B2C,6945,2024-02-12,45,"Adams, Pittman and Byrd",89340
B2C,6946,2021-05-24,46,Lutz LLC,33062
B2B,6947,2023-07-26,1,Young-Rice,87959
B2C,6948,2020-09-25,2,"Brown, Price and Weiss",76476
B2C,6949,2023-06-23,3,"Smith, Hamilton and Taylor",97335
B2B,6950,2020-07-06,4,"Sims, Gentry and Thompson",16017
B2B,6951,2023-01-31,5,Pope Ltd,96916
B2B,6952,2020-08-28,6,Salinas-Zavala,85138
B2C,6953,2021-06-28,7,"Boyd, Fowler and Mclean",87926
B2C,6954,2021-06-05,8,Jones-Dennis,64184
B2C,6955,2022-05-06,9,"Dickson, Clark and Bennett",31754
B2B,6956,2021-07-28,10,Fernandez-Reyes,68348
B2C,6957,2021-07-02,11,Mendoza LLC,99010
B2B,6958,2024-10-02,12,Barajas-Leach,13163
B2C,6959,2024-11-13,13,"Collins, Barron and Nguyen",54882
B2C,6960,2022-05-24,14,"Wallace, Simmons and Kennedy",51354
B2C,6961,2023-11-08,15,Webster-Edwards,59058
B2B,6962,2022-08-22,16,"Webster, Avila and Cummings",08673
B2C,6963,2024-09-20,17,Cameron-Atkins,07622
B2B,6964,2024-09-10,18,Barron-Brown,01097
B2C,6965,2023-08-17,19,"Gilmore, Barber and Brewer",31758
B2B,6966,2023-09-18,20,Wilkinson-Ryan,66816
B2C,6967,2020-08-09,21,"Horton, Sanchez and Williams",71923
B2C,6968,2021-03-18,22,Peterson-Marshall,77377
B2C,6969,2021-02-27,23,Fuentes-Phillips,18345
B2B,6970,2021-02-14,24,Miller Ltd,74803
B2B,6971,2023-07-19,25,"Jackson, Smith and Bailey",81105
B2B,6972,2024-01-30,26,Walton and Sons,88413
B2B,6973,2023-06-08,27,"Wiley, Allen and Mitchell",30674
B2C,6974,2021-01-29,28,Bailey PLC,67414
B2B,6975,2024-03-01,29,Nash Ltd,INVALID_10009
B2C,6976,2023-10-19,30,Terry-Smith,INVALID_67295
B2C,6977,2021-05-02,31,"Lewis, Morales and Gomez",86239
B2C,6978,2020-05-26,32,"Hodges, Calhoun and Gray",57335
B2B,6979,2023-11-20,33,Cooper Group,77726
B2C,6980,2024-03-29,34,Hall-Waller,21125
B2B,6981,2023-04-26,35,Stein-Castillo,54910
B2B,6982,2020-07-30,36,Blair and Sons,41714
B2B,6983,2020-08-18,37,Shaw Group,88612
B2B,6984,2023-05-27,38,Wilson and Sons,23519
B2C,6985,2023-08-04,39,Cervantes-Scott,76589
B2B,6986,2023-06-01,40,Thomas Ltd,75690
B2C,6987,2021-11-07,41,null,82793
B2C,6988,2021-08-05,42,Lee-Sosa,87101
B2C,6989,2021-11-30,43,"White, Taylor and Kennedy",25450
B2B,6990,2022-08-14,44,Cooper-Lane,33991
B2B,6991,2024-11-21,45,Gill Group,83408
B2C,6992,2025-01-13,46,"Yates, Williams and Johnson",87234
B2B,6993,2024-05-29,1,"Jackson, Carpenter and Smith",63399
B2B,6994,2022-07-30,2,Jones Group,41635
B2C,6995,2025-01-11,3,Brown Ltd,40031
B2B,6996,2024-11-02,4,"Richardson, Buck and Perez",44469
B2B,6997,2020-06-10,5,Gordon and Sons,57770
B2C,6998,2022-07-27,6,"Harrison, Long and Vasquez",92336
B2B,6999,2020-10-13,7,"Blake, Brown and Clark",17043
B2B,7000,2021-05-20,8,"Martinez, Snyder and Huffman",83912
B2B,7001,2021-06-08,9,"Barr, Ayala and Adams",10613
B2C,7002,2022-09-21,10,Williams Group,78242
B2C,7003,2023-05-01,11,"Pollard, Whitaker and Manning",29924
B2C,7004,2024-08-10,12,null,20608
B2C,7005,2021-07-12,13,Carr LLC,02507
B2C,7006,2022-01-07,14,"Collins, Alvarez and Brown",95096
B2C,7007,2025-04-19,15,Ross Inc,31826
B2C,7008,2022-09-28,16,Hunt Ltd,INVALID_27083
B2C,7009,2020-09-21,17,Davis Ltd,95307
B2B,7010,2022-03-27,18,Figueroa and Sons,92545
B2B,7011,2020-11-02,19,Lucas PLC,54794
B2C,7012,2020-04-30,20,"Horn, Osborne and Osborne",03903
B2C,7013,2025-04-01,21,"Black, Walker and Evans",92580
B2B,7014,2023-10-01,22,Bowman-Adams,83898
B2B,7015,2020-09-28,23,Taylor PLC,37783
B2B,7016,2023-07-15,24,Berg-Shields,79605
B2B,7017,2024-12-24,25,Moore Group,96506
B2C,7018,2024-05-01,26,"Hurley, Duffy and Walton",94596
B2B,7019,2020-07-26,27,Walter-Woods,25918
B2C,7020,2020-05-16,28,Frey PLC,12165
B2C,7021,2021-11-20,29,"Willis, Long and Green",57142
B2C,7022,2023-07-09,30,"Rogers, Mcknight and Simmons",36683
B2B,7023,2021-07-05,31,"Bailey, Harvey and Herrera",96891
B2B,7024,2022-07-06,32,Mercado PLC,35108
B2C,7025,2022-11-26,33,Espinoza PLC,47229
B2B,7026,2023-05-11,34,Roth-Martinez,78413
B2B,7027,2021-12-27,35,"Francis, Foster and Rhodes",13512
B2B,7028,2021-01-26,36,Freeman-Smith,INVALID_29764
B2B,7029,2024-07-05,37,"Byrd, Howard and Sullivan",39754
B2C,7030,2021-01-02,38,Brown and Sons,85774
B2B,7031,2022-03-11,39,Hill-Hess,78066
B2B,7032,2023-06-01,40,Murillo Ltd,54783
B2C,7033,2022-08-04,41,Hart-Mccoy,00960
B2B,7034,2023-06-19,42,Lopez Inc,44843
B2C,7035,2024-01-24,43,Espinoza-Mata,42326
B2C,7036,2020-06-27,44,"Schmidt, Jackson and Cardenas",68679
B2B,7037,2023-09-14,45,Johnson-Alvarez,60120
B2B,7038,2023-02-13,46,"Carter, Farmer and Jones",22371
B2C,7039,2023-06-30,1,Ruiz-Moore,90663
B2C,7040,2025-02-23,2,"Bates, Reynolds and Myers",35789
B2C,7041,2023-07-26,3,Ali LLC,88728
B2C,7042,2025-04-27,4,Mitchell Group,50646
B2B,7043,2022-02-11,5,"Aguirre, Pratt and Stewart",76774
B2B,7044,2022-01-24,6,"Hall, Flynn and Smith",21310
B2B,7045,2020-07-28,7,"Coffey, Howard and Austin",33908
B2B,7046,2023-10-15,8,Brewer-Hughes,07490
B2B,7047,2024-09-20,9,"Elliott, Mckay and Wilson",38887
B2B,7048,2022-11-04,10,"Duncan, Pierce and Sparks",40765
B2C,7049,2021-11-02,11,Kelley Ltd,79916
B2C,7050,2023-07-17,12,Chapman Ltd,81495
B2C,7051,2024-08-23,13,Rodriguez PLC,61752
B2C,7052,2024-10-15,14,"Kennedy, Singh and Rhodes",44842
B2B,7053,2023-08-09,15,Fuentes-Ross,91645
B2C,7054,2025-03-10,16,"Stewart, Hodges and Shepherd",54380
B2B,7055,2023-07-23,17,"Jones, Gutierrez and Velasquez",07293
B2C,7056,2023-06-14,18,Pena LLC,06218
B2B,7057,2023-12-31,19,Haas Ltd,14802
B2B,7058,2024-02-10,20,"Watson, Harmon and Ramsey",67932
B2C,7059,2022-10-18,21,Rivera-Arias,82415
B2B,7060,2022-08-11,22,"Roberts, Bailey and Anderson",08648
B2B,7061,2023-05-12,23,Jackson-Li,54466
B2B,7062,2023-07-07,24,Snyder and Sons,70548
B2B,7063,2021-05-03,25,Foster LLC,77012
B2C,7064,2022-10-12,26,"Gray, Hogan and Cooper",21855
B2B,7065,2022-09-03,27,Moreno Ltd,10572
B2B,7066,2024-04-14,28,Coleman-Stanley,INVALID_75602
B2B,7067,2023-06-02,29,Long-Barry,50581
B2B,7068,2022-01-03,30,Mooney-Garrison,81203
B2B,7069,2022-02-05,31,Wall Group,29633
B2C,7070,2024-10-12,32,"Durham, Soto and Frank",41572
B2B,7071,2020-05-06,33,"Jackson, Weaver and Black",60736
B2B,7072,2022-09-18,34,Gonzalez Ltd,52487
B2B,7073,2024-07-01,35,Johnson LLC,57206
B2C,7074,2023-02-10,36,Murphy Group,08318
B2C,7075,2020-10-22,37,Lawson-Pace,03186
B2C,7076,2022-09-26,38,Warren Ltd,45639
B2C,7077,2023-11-30,39,White Group,04696
B2B,7078,2021-12-21,40,Carrillo Ltd,82011
B2C,7079,2021-04-23,41,Henry and Sons,29375
B2B,7080,2024-02-16,42,Parker LLC,92383
B2C,7081,2021-10-20,43,"Austin, Blackburn and Shaw",INVALID_88215
B2C,7082,2023-07-30,44,"Jones, Higgins and Burton",06015
B2C,7083,2020-09-18,45,Johnson-Smith,84166
B2B,7084,2020-04-28,46,Reyes-Taylor,12665
B2C,7085,2022-07-31,1,Stewart-Price,INVALID_46318
B2B,7086,2020-06-26,2,Barrett-Mccoy,64756
B2B,7087,2024-06-13,3,Pennington Group,25272
B2C,7088,2021-11-13,4,null,25369
B2C,7089,2020-05-07,5,Martinez-Christensen,05088
B2C,7090,2022-02-01,6,Brown-Howard,74655
B2B,7091,2021-03-03,7,Gomez Group,75969
B2C,7092,2022-07-21,8,Murphy Inc,63192
B2B,7093,2021-04-14,9,"Kelly, May and Barajas",01578
B2C,7094,2024-05-06,10,Ferrell PLC,53908
B2C,7095,2022-01-10,11,Armstrong LLC,60282
B2C,7096,2023-06-18,12,"Allen, Mitchell and Young",37752
B2C,7097,2022-05-05,13,Davis-Flowers,12251
B2C,7098,2020-12-20,14,Gutierrez Group,04461
B2C,7099,2021-10-13,15,Bass Inc,36141
B2C,7100,2021-06-16,16,"Gutierrez, Smith and Stewart",86065
B2B,7101,2020-06-17,17,Mcguire-Barry,36898
B2B,7102,2021-06-06,18,Garcia-Hobbs,INVALID_69447
B2B,7103,2020-07-23,19,"Miller, Dixon and Martin",INVALID_76486
B2B,7104,2023-02-05,20,"Wilson, Wolfe and Poole",23351
B2C,7105,2023-04-07,21,Smith LLC,60873
B2B,7106,2024-06-18,22,Nichols-Harper,62468
B2C,7107,2023-09-02,23,Haynes and Sons,54896
B2C,7108,2020-06-29,24,"Cruz, Mckinney and Parker",09022
B2B,7109,2025-03-15,25,"Chen, Vasquez and Chapman",37887
B2B,7110,2022-01-28,26,"Hurley, King and Horn",48954
B2C,7111,2023-01-17,27,"Cochran, Barnes and Sanchez",22065
B2C,7112,2020-10-25,28,Hansen LLC,09865
B2C,7113,2020-07-02,29,Walsh-Davis,65886
B2C,7114,2020-12-02,30,Hines-Cobb,63975
B2C,7115,2022-06-28,31,Fisher Inc,67658
B2B,7116,2020-12-24,32,Sanchez-Johnson,90138
B2B,7117,2022-02-14,33,Reyes Inc,18452
B2C,7118,2023-04-10,34,Duke and Sons,58708
B2C,7119,2022-11-30,35,Sanchez-Lindsey,68470
B2C,7120,2023-04-30,36,Thomas-Hopkins,77162
B2B,7121,2021-01-12,37,Ross LLC,84811
B2B,7122,2024-07-05,38,Atkinson PLC,30446
B2C,7123,2021-03-28,39,Brown LLC,13664
B2C,7124,2021-09-16,40,null,70016
B2B,7125,2023-10-15,41,Howard-Wright,43848
B2B,7126,2022-06-29,42,Jones-Moreno,INVALID_27971
B2B,7127,2021-01-03,43,Jones Inc,INVALID_50234
B2C,7128,2021-12-02,44,"Hobbs, Kirby and Miller",92674
B2B,7129,2024-09-21,45,Suarez PLC,62484
B2B,7130,2021-01-06,46,Short-Quinn,63143
B2C,7131,2023-12-28,1,"Willis, Arias and Robertson",17887
B2B,7132,2022-07-12,2,Simmons-Moore,64864
B2C,7133,2023-06-07,3,"Miller, Harris and Montgomery",61518
B2B,7134,2020-07-05,4,Phillips Group,41072
B2B,7135,2024-10-22,5,null,13187
B2B,7136,2024-10-26,6,Fox Ltd,14782
B2B,7137,2021-05-14,7,Hicks Inc,40335
B2C,7138,2022-10-30,8,Williams Group,91302
B2C,7139,2023-03-08,9,Ray-Chaney,71889
B2C,7140,2024-07-28,10,Cooper Group,68238
B2C,7141,2023-06-26,11,"Campbell, Huang and Mcdaniel",38515
B2C,7142,2022-08-31,12,Martinez-Ball,34310
B2C,7143,2024-07-23,13,"Li, Oconnor and Burch",41372
B2B,7144,2023-03-05,14,Rogers Inc,77542
B2B,7145,2021-01-08,15,Weber Inc,44036
B2C,7146,2021-08-30,16,Butler LLC,02599
B2C,7147,2021-11-29,17,Simmons-Brown,08116
B2C,7148,2021-10-08,18,Swanson-Williams,60236
B2B,7149,2021-10-21,19,Hernandez PLC,61120
B2C,7150,2021-08-14,20,"Dixon, Hicks and Hartman",37062
B2C,7151,2023-06-18,21,Adams-Gonzales,88385
B2B,7152,2021-01-02,22,Rodriguez-Anthony,98320
B2B,7153,2023-12-11,23,Barrera Ltd,78282
B2C,7154,2024-09-08,24,Gutierrez-Mendoza,54281
B2C,7155,2021-05-16,25,Cooper-Reed,67509
B2C,7156,2020-07-21,26,Houston-Smith,72256
B2C,7157,2023-06-29,27,"Lopez, King and Anderson",42704
B2C,7158,2020-05-14,28,Mack-Cooper,26518
B2B,7159,2025-04-12,29,"Buckley, Boyd and Hicks",89232
B2B,7160,2025-03-05,30,Brown Inc,28058
B2C,7161,2023-01-09,31,"Chambers, Lee and Reyes",02614
B2B,7162,2022-04-20,32,Matthews-Delgado,27427
B2C,7163,2021-10-08,33,"Santiago, House and Davis",10662
B2C,7164,2021-04-19,34,Mendoza Group,80697
B2B,7165,2021-08-01,35,Mcfarland-Perez,66780
B2B,7166,2024-08-03,36,Lewis and Sons,INVALID_86523
B2B,7167,2024-09-11,37,Torres-Hood,08220
B2C,7168,2022-10-30,38,"Bender, Rios and Barker",03307
B2C,7169,2024-06-13,39,Johnson-Chavez,14804
B2C,7170,2021-04-24,40,Thompson-Murray,59004
B2C,7171,2023-09-16,41,"Bennett, Pierce and Oconnor",22733
B2C,7172,2023-05-21,42,Berry Inc,13294
B2B,7173,2020-06-14,43,"Brown, Oconnor and Webb",72466
B2B,7174,2024-12-15,44,Cooper-Meyer,66254
B2B,7175,2021-08-07,45,"Vaughan, Dunlap and Collins",51968
B2C,7176,2023-04-05,46,Jones PLC,16355
B2C,7177,2020-07-02,1,Powell-Powell,65950
B2B,7178,2021-08-18,2,Faulkner-Mejia,90569
B2B,7179,2022-08-16,3,Christian-Simon,27771
B2C,7180,2024-04-18,4,"Figueroa, Ellis and Harvey",INVALID_32313
B2C,7181,2023-12-07,5,"Tate, Ballard and Ramsey",16530
B2B,7182,2024-06-17,6,Garcia-Brock,94929
B2C,7183,2020-06-30,7,Martinez-Bass,38217
B2C,7184,2020-09-25,8,Grimes Ltd,76774
B2B,7185,2023-07-29,9,Montgomery-Reyes,86868
B2C,7186,2022-12-29,10,Ortega-Bowen,79486
B2B,7187,2022-11-24,11,Evans-Carroll,28650
B2C,7188,2024-02-02,12,"Taylor, Rodriguez and Allison",23388
B2B,7189,2024-04-08,13,Potts Ltd,11759
B2C,7190,2021-04-09,14,"Santiago, Coleman and Wu",70823
B2B,7191,2023-02-18,15,"Riley, Garcia and Perez",28732
B2C,7192,2021-10-27,16,"Williams, Gallegos and Flores",44916
B2C,7193,2022-05-25,17,Miller-Cain,55440
B2B,7194,2020-08-27,18,James-Patterson,INVALID_52537
B2C,7195,2024-06-25,19,"Cantu, Brown and Price",35389
B2B,7196,2022-01-11,20,Brennan and Sons,31415
B2C,7197,2023-07-20,21,Adams and Sons,75855
B2B,7198,2024-02-05,22,Brock PLC,51832
B2B,7199,2023-10-06,23,Knight-Coleman,INVALID_77523
B2C,7200,2021-02-07,24,null,91989
B2C,7201,2020-12-31,25,Lee Group,85232
B2C,7202,2023-08-06,26,Brown and Sons,95768
B2C,7203,2021-07-22,27,Middleton-Guerra,77802
B2C,7204,2020-10-31,28,"Harris, Joyce and Griffin",64570
B2C,7205,2020-08-28,29,Garrett-Harris,25534
B2C,7206,2025-03-23,30,Wilson Inc,08429
B2B,7207,2021-10-31,31,Dalton-Green,82264
B2B,7208,2021-01-07,32,Wilson Group,18108
B2B,7209,2021-06-13,33,"Johnson, Moore and Herrera",43262
B2C,7210,2022-02-01,34,"Allen, Conner and Mcgee",89952
B2C,7211,2020-06-09,35,Young Group,55534
B2C,7212,2024-07-31,36,"Adams, Wade and Allen",75868
B2C,7213,2024-11-27,37,null,57741
B2C,7214,2024-08-01,38,Lee-Buchanan,88926
B2C,7215,2022-06-16,39,"Dyer, Wilson and Hicks",69258
B2B,7216,2021-01-27,40,Wade Group,95498
B2B,7217,2024-07-23,41,"Gomez, Barnes and Francis",91379
B2B,7218,2020-12-18,42,"Smith, Sampson and Davila",69319
B2B,7219,2021-08-18,43,"Malone, Olson and Harvey",19333
B2C,7220,2021-05-07,44,Bailey-Castaneda,69844
B2C,7221,2021-01-09,45,"Campbell, Liu and Walker",70003
B2C,7222,2024-02-01,46,Powell LLC,54943
B2C,7223,2023-11-18,1,Rogers Group,48815
B2B,7224,2024-08-19,2,Reynolds Group,12783
B2C,7225,2024-04-05,3,"Lopez, Wright and Smith",98122
B2C,7226,2021-01-26,4,null,57368
B2B,7227,2021-11-10,5,Garcia-Morales,55835
B2C,7228,2023-09-25,6,"Hartman, Bell and Barber",55723
B2B,7229,2020-11-28,7,Carter-Nichols,20026
B2C,7230,2025-02-15,8,Holden and Sons,69327
B2B,7231,2025-03-16,9,"Reyes, Campbell and Rios",80398
B2C,7232,2024-02-22,10,"Martin, Anderson and Buckley",95889
B2C,7233,2020-06-09,11,"Atkinson, Reilly and Hunt",73026
B2C,7234,2023-10-13,12,Phelps-Peters,49818
B2B,7235,2023-07-24,13,"Burton, Bell and Farrell",50742
B2B,7236,2022-07-27,14,Pearson-Dawson,12141
B2B,7237,2025-03-13,15,Richardson-Brown,23002
B2B,7238,2022-11-06,16,Gill LLC,89085
B2B,7239,2020-06-19,17,Rogers-Nguyen,37097
B2B,7240,2021-06-04,18,Bailey and Sons,09561
B2C,7241,2020-05-04,19,Brown-Reese,78369
B2B,7242,2020-10-27,20,Cain-Wong,52390
B2C,7243,2024-02-28,21,Lewis Ltd,48100
B2C,7244,2023-09-20,22,Miles PLC,INVALID_19380
B2B,7245,2025-04-17,23,"Marsh, Fox and Sparks",86064
B2C,7246,2023-10-29,24,Young and Sons,10050
B2C,7247,2021-02-22,25,Anderson LLC,21213
B2B,7248,2022-11-23,26,"Velazquez, Cannon and Smith",64544
B2C,7249,2024-01-08,27,Fuentes-Gallagher,52268
B2C,7250,2024-01-26,28,"Ferguson, Lane and Hernandez",97250
B2B,7251,2022-11-18,29,Hart-Foley,97173
B2C,7252,2021-06-22,30,Jordan-Martinez,01190
B2B,7253,2024-09-15,31,"Jones, Meyer and May",78061
B2B,7254,2022-05-12,32,"Olsen, Chavez and Webb",02202
B2B,7255,2020-10-23,33,null,INVALID_87569
B2B,7256,2023-03-14,34,Chavez PLC,44971
B2B,7257,2021-02-03,35,"Johnson, Pratt and Smith",13035
B2C,7258,2022-10-02,36,Johnson-Ramos,06862
B2C,7259,2024-11-10,37,"Collins, Cruz and White",34899
B2C,7260,2022-09-13,38,Fowler Inc,07395
B2B,7261,2024-06-08,39,West-Acosta,69658
B2B,7262,2020-06-26,40,Mccormick and Sons,31169
B2B,7263,2021-05-11,41,Pearson-Morgan,93883
B2B,7264,2020-11-07,42,Valdez-Jones,03941
B2C,7265,2024-11-29,43,null,72830
B2C,7266,2020-07-17,44,"Padilla, Vang and Sanchez",09636
B2B,7267,2021-04-26,45,Green LLC,70593
B2B,7268,2023-04-16,46,null,88736
B2B,7269,2024-05-16,1,Brown LLC,23663
B2C,7270,2020-09-19,2,"Thompson, Perry and Todd",16303
B2B,7271,2021-12-25,3,"Carpenter, Jones and Hill",82267
B2C,7272,2022-01-10,4,"Johnson, Hall and Gregory",97140
B2B,7273,2020-09-04,5,Yu Ltd,INVALID_29105
B2C,7274,2020-05-09,6,Montgomery-Smith,20044
B2C,7275,2024-06-03,7,Bryant-Stevens,73789
B2C,7276,2021-08-27,8,Kim and Sons,54859
B2B,7277,2020-06-14,9,Hernandez-Martin,91083
B2B,7278,2022-12-08,10,"Banks, Lee and Gardner",62464
B2B,7279,2021-03-03,11,Morgan-Mitchell,90187
B2C,7280,2023-09-03,12,Brooks Inc,83717
B2C,7281,2022-03-07,13,Thornton-Brown,97695
B2C,7282,2020-07-31,14,"Randolph, Beck and Spencer",62962
B2C,7283,2023-10-25,15,Krueger PLC,43131
B2B,7284,2024-12-21,16,null,97573
B2C,7285,2022-10-14,17,Davies-Hughes,31953
B2B,7286,2023-07-19,18,"King, Lee and Scott",INVALID_57882
B2C,7287,2024-07-31,19,"Kim, Morris and Patterson",25865
B2C,7288,2022-07-02,20,Clark Ltd,83642
B2B,7289,2021-07-27,21,"Zamora, Kelley and Lewis",69496
B2C,7290,2021-04-01,22,Alvarez LLC,69004
B2C,7291,2021-11-22,23,Sawyer PLC,03960
B2C,7292,2023-07-03,24,Jackson-Henderson,31686
B2C,7293,2025-01-26,25,Garcia Inc,60569
B2B,7294,2020-06-18,26,Lee-Grant,90337
B2B,7295,2023-05-13,27,Graham Ltd,95787
B2B,7296,2022-10-08,28,Marshall Group,04143
B2C,7297,2025-02-18,29,Carrillo-Lawrence,11020
B2C,7298,2020-07-26,30,Jackson-Archer,49116
B2B,7299,2024-05-10,31,Hernandez Ltd,75836
B2B,7300,2024-09-03,32,Johnson Inc,62411
B2C,7301,2024-12-03,33,Evans LLC,09460
B2B,7302,2020-08-06,34,"Lee, Chaney and Lee",32464
B2C,7303,2023-08-11,35,"Hill, Glass and Smith",81422
B2B,7304,2022-04-18,36,Vasquez Inc,69626
B2C,7305,2024-08-14,37,Parker-Kelley,44578
B2B,7306,2024-02-24,38,Rios-Weaver,15814
B2C,7307,2023-04-11,39,"Smith, Jordan and Farrell",21560
B2C,7308,2021-12-09,40,null,23171
B2B,7309,2025-02-10,41,"Mitchell, Vargas and Ibarra",07237
B2C,7310,2023-04-09,42,Montgomery Group,83577
B2B,7311,2024-08-11,43,"Lewis, Mann and Lewis",96790
B2C,7312,2022-02-03,44,Brown-Allen,08459
B2B,7313,2020-07-31,45,Murillo-Pope,51983
B2C,7314,2022-08-10,46,"Dougherty, Wells and Anderson",18203
B2B,7315,2023-09-07,1,"Turner, Grant and Cooper",38243
B2B,7316,2020-07-03,2,"Rodgers, King and Campos",31667
B2C,7317,2024-05-31,3,Young Ltd,61370
B2C,7318,2024-07-21,4,"Torres, Casey and Wells",12053
B2B,7319,2023-07-20,5,Riggs PLC,34387
B2B,7320,2020-10-29,6,"Day, Dickson and Haynes",99167
B2B,7321,2025-04-25,7,Grant-Williams,79988
B2C,7322,2021-07-29,8,Roberts LLC,INVALID_90128
B2B,7323,2022-03-23,9,null,55580
B2B,7324,2021-03-31,10,Brooks Ltd,32458
B2B,7325,2024-09-14,11,Miller and Sons,05307
B2B,7326,2025-02-06,12,King-Clements,INVALID_33909
B2C,7327,2023-10-04,13,Wilkins-Contreras,55855
B2C,7328,2023-04-07,14,"Reeves, Rhodes and Mccullough",71653
B2C,7329,2024-10-06,15,"Harris, Gaines and Douglas",77575
B2C,7330,2021-02-16,16,"Bean, Chavez and Hurley",34873
B2C,7331,2023-12-23,17,"Clark, Butler and Ramirez",80984
B2B,7332,2025-02-08,18,"Gibbs, Gregory and Diaz",64097
B2C,7333,2022-01-20,19,null,62751
B2B,7334,2021-03-09,20,Fuller-Summers,82518
B2C,7335,2022-11-29,21,"Brooks, Smith and George",78683
B2B,7336,2023-04-21,22,Munoz Inc,29252
B2B,7337,2021-09-27,23,Garcia-Dawson,22855
B2C,7338,2025-02-03,24,Salazar-Lee,98494
B2B,7339,2023-05-10,25,"Smith, Stevens and Golden",40912
B2C,7340,2024-09-01,26,Oliver Ltd,84260
B2B,7341,2025-01-08,27,Baker Ltd,60040
B2C,7342,2023-12-19,28,"Franklin, Olson and Hernandez",02168
B2B,7343,2024-10-02,29,"Kent, Williams and Avila",INVALID_87012
B2B,7344,2020-12-27,30,Francis PLC,91674
B2B,7345,2023-07-01,31,"Mason, Garza and Day",17563
B2C,7346,2021-12-03,32,"Wilson, Wood and Frazier",25266
B2C,7347,2022-07-21,33,"Berry, Ford and Jackson",17598
B2C,7348,2024-02-29,34,Villanueva-Davis,99878
B2C,7349,2024-06-15,35,Dean PLC,99617
B2C,7350,2020-10-10,36,"Wagner, Prince and Rodgers",10810
B2B,7351,2022-09-13,37,Gomez and Sons,14337
